product_id,clicks,adds_to_cart_from_wishlist,no_of_adds_to_cart,no_of_purchases,popularity_score
7547386,0.08671328671328671,0.21818181818181817,0.23673225998807393,1.0,0.6494028054428005
7539830,0.025174825174825177,0.09090909090909091,0.21407274895646988,0.9626168224299065,0.5999721402922048
7518937,0.9685314685314685,0.9818181818181818,1.0,0.2616822429906542,0.5747688923276434
7551959,0.09230769230769231,0.2909090909090909,0.5688729874776386,0.6869158878504673,0.5418945702858406
7519188,1.0,0.8181818181818182,0.5927251043530113,0.3037383177570093,0.50743069711169
7532189,0.6545454545454545,0.18181818181818182,0.26475849731663686,0.5981308411214953,0.49013426342207533
7540474,0.1951048951048951,0.23636363636363636,0.16517590936195586,0.5467289719626168,0.3946844756341603
7540742,0.551048951048951,0.7272727272727273,0.6118067978533095,0.21495327102803738,0.3943770015300685
7539204,0.9426573426573427,1.0,0.3697078115682767,0.1261682242990654,0.38330545565229934
7526275,0.7398601398601399,0.34545454545454546,0.6696481812760883,0.21962616822429906,0.38017729903551845
7505256,0.11048951048951049,0.12727272727272726,0.10852713178294573,0.5794392523364486,0.37849927506515996
7519018,0.34335664335664334,0.4727272727272727,0.4013118664281455,0.2757009345794392,0.3323918053132846
7543062,0.4699300699300699,0.2909090909090909,0.29159212880143115,0.2570093457943925,0.29339747247684544
7540960,0.4608391608391608,0.2909090909090909,0.2796660703637448,0.20093457943925233,0.2583203726213449
7539779,0.21328671328671328,0.7818181818181819,0.5247465712581991,0.04205607476635514,0.2469161006089287
7500872,0.01048951048951049,0.03636363636363636,0.035181872391174714,0.37850467289719625,0.22721716097156505
7532252,0.24265734265734265,0.12727272727272726,0.5867620751341681,0.1261682242990654,0.22354122634100157
7522436,0.2202797202797203,0.2,0.16100178890876565,0.24299065420560748,0.2198058897679564
7501214,0.6629370629370629,0.32727272727272727,0.4245676803816339,0.028037383177570093,0.21551419276329026
7540824,0.6398601398601399,0.3090909090909091,0.17531305903398928,0.08878504672897196,0.19981496860712145
7531921,0.13076923076923078,0.16363636363636364,0.09123434704830054,0.24766355140186916,0.19428755483561652
7537691,0.05874125874125874,0.01818181818181818,0.10673822301729279,0.2897196261682243,0.1931846450008213
7532187,0.7,0.41818181818181815,0.2003577817531306,0.028037383177570093,0.19142631463793863
7502478,0.41748251748251747,0.2909090909090909,0.24448419797257007,0.102803738317757,0.19103868945026298
7527779,0.17342657342657342,0.3090909090909091,0.283840190816935,0.09345794392523364,0.16577122339107075
7530242,0.11048951048951049,0.2909090909090909,0.46630888491353606,0.03271028037383177,0.15426026365728246
7532238,0.12867132867132866,0.18181818181818182,0.1997614788312463,0.12149532710280374,0.14440649181604376
7526297,0.5405594405594406,0.12727272727272726,0.23375074537865237,0.03271028037383177,0.14270698435257004
7500060,0.05454545454545454,0.05454545454545454,0.06440071556350627,0.205607476635514,0.14206355825859016
7502800,0.17272727272727273,0.2727272727272727,0.3375074537865236,0.037383177570093455,0.13878120678175163
7500062,0.2097902097902098,0.2727272727272727,0.17889087656529518,0.07009345794392523,0.13317830295604272
7532313,0.05034965034965035,0.10909090909090909,0.03041144901610018,0.18691588785046728,0.13196570252474282
7501301,0.14545454545454545,0.4,0.15802027429934407,0.056074766355140186,0.1303830664311734
7541224,0.5216783216783217,0.2,0.13297555158020274,0.028037383177570093,0.12911881275583284
7503823,0.25524475524475526,0.16363636363636364,0.09421586165772212,0.09345794392523364,0.12232580785716793
7509916,0.07482517482517483,0.10909090909090909,0.07573047107930829,0.14953271028037382,0.12188520203557494
7502828,0.3258741258741259,0.03636363636363636,0.09958258795468097,0.09345794392523364,0.11512446982756662
7539663,0.15664335664335666,0.2,0.1454979129397734,0.07476635514018691,0.11384688251295078
7549542,0.04755244755244755,0.2,0.16815742397137745,0.08878504672897196,0.1127292172251329
7549697,0.09160839160839161,0.05454545454545454,0.05605247465712582,0.13551401869158877,0.10524608021036203
7501717,0.13146853146853146,0.12727272727272726,0.05605247465712582,0.10747663551401869,0.10368317678140868
7540820,0.4608391608391608,0.05454545454545454,0.05307096004770424,0.0514018691588785,0.10152954363937734
7531217,0.17552447552447553,0.12727272727272726,0.08467501490757305,0.08411214953271028,0.10090752008816103
7500030,0.15314685314685314,0.10909090909090909,0.12462731067382231,0.0794392523364486,0.10038386995733017
7540839,0.2972027972027972,0.23636363636363636,0.06678592725104353,0.037383177570093455,0.10014984898957448
7517161,0.025174825174825177,0.03636363636363636,0.056648777579010136,0.14018691588785046,0.09760333539419518
7532308,0.14475524475524476,0.12727272727272726,0.09958258795468097,0.0794392523364486,0.09723371351174322
7506852,0.15664335664335666,0.21818181818181817,0.21288014311270126,0.018691588785046728,0.0965725511861332
7528568,0.12937062937062938,0.16363636363636364,0.07871198568872988,0.0794392523364486,0.09637823554572002
7532193,0.23776223776223776,0.07272727272727272,0.1967799642218247,0.03271028037383177,0.09233257744951592
7519227,0.1902097902097902,0.12727272727272726,0.2277877161598092,0.018691588785046728,0.09139082389361498
7539177,0.2958041958041958,0.21818181818181817,0.07573047107930829,0.02336448598130841,0.09125462985731832
7527685,0.03986013986013986,0.07272727272727272,0.027429934406678593,0.1261682242990654,0.09091286628015842
7500059,0.13216783216783218,0.09090909090909091,0.11210494931425163,0.07476635514018691,0.09055367397943155
7532113,0.07972027972027972,0.23636363636363636,0.06976744186046512,0.06542056074766354,0.0903540390608436
7532173,0.044755244755244755,0.09090909090909091,0.04710793082886106,0.11214953271028037,0.08948520894819406
7538530,0.06293706293706294,0.09090909090909091,0.10196779964221825,0.08878504672897196,0.08832453989143702
7540753,0.12377622377622377,0.01818181818181818,0.05963029218843172,0.102803738317757,0.08643909454306334
7538514,0.106993006993007,0.05454545454545454,0.3112701252236136,0.014018691588785047,0.08423009648856372
7523262,0.1055944055944056,0.07272727272727272,0.1073345259391771,0.07476635514018691,0.08410027413827076
7524004,0.0951048951048951,0.05454545454545454,0.05068574836016696,0.09813084112149532,0.08348135877781694
7501862,0.12447552447552447,0.01818181818181818,0.03220035778175313,0.102803738317757,0.08157047299511751
7540729,0.06923076923076923,0.12727272727272726,0.1723315444245677,0.04205607476635514,0.08003748704940591
7537553,0.05314685314685315,0.05454545454545454,0.13297555158020274,0.07476635514018691,0.08001558211904239
7532230,0.06923076923076923,0.07272727272727272,0.0345855694692904,0.09813084112149532,0.0798363966770951
7531371,0.06783216783216783,0.03636363636363636,0.04293381037567084,0.102803738317757,0.07905739514838935
7500061,0.11118881118881119,0.09090909090909091,0.15861657722122838,0.04205607476635514,0.0778549338215839
7545570,0.015384615384615385,0.07272727272727272,0.13297555158020274,0.07476635514018691,0.07784308061788917
7547364,0.06713286713286713,0.12727272727272726,0.16756112104949314,0.037383177570093455,0.07627069752487917
7502799,0.12377622377622377,0.14545454545454545,0.056648777579010136,0.056074766355140186,0.07607316212499525
7527241,0.00909090909090909,0.09090909090909091,0.022659511031604056,0.102803738317757,0.07546191548518705
7527842,0.07482517482517483,0.0,0.05605247465712582,0.09813084112149532,0.07484814070709511
7521727,0.09020979020979021,0.23636363636363636,0.07036374478234943,0.03271028037383177,0.07316223347194006
7515886,0.1055944055944056,0.14545454545454545,0.09302325581395349,0.04205607476635514,0.07249036425893009
7538632,0.12307692307692308,0.34545454545454546,0.05008944543828265,0.004672897196261682,0.07186428815151721
7535122,0.24195804195804196,0.16363636363636364,0.05843768634466309,0.018691588785046728,0.07182653628708636
7532153,0.1916083916083916,0.09090909090909091,0.0381633870005963,0.0514018691588785,0.07111476548439395
7503858,0.032867132867132866,0.01818181818181818,0.04114490161001789,0.09813084112149532,0.06947740051961865
7505654,0.0958041958041958,0.21818181818181817,0.13237924865831843,0.009345794392523364,0.06938958708872134
7503431,0.24405594405594405,0.18181818181818182,0.043530113297555156,0.014018691588785047,0.06912059076564366
7532090,0.14895104895104896,0.03636363636363636,0.07036374478234943,0.056074766355140186,0.0672783980163056
7549099,0.06713286713286713,0.21818181818181817,0.16696481812760883,0.0,0.06687001866939557
7503526,0.23496503496503496,0.10909090909090909,0.07513416815742398,0.018691588785046728,0.06684266960532866
7517686,0.13006993006993006,0.16363636363636364,0.05128205128205128,0.03271028037383177,0.06498756813485387
7506410,0.1006993006993007,0.12727272727272726,0.06440071556350627,0.04205607476635514,0.06434629314892874
7527716,0.09300699300699301,0.10909090909090909,0.06797853309481217,0.04672897196261682,0.06433125223022611
7527575,0.019580419580419582,0.05454545454545454,0.03637447823494335,0.08411214953271028,0.06382570566486759
7526202,0.18181818181818182,0.07272727272727272,0.10256410256410256,0.02336448598130841,0.06326388186606952
7547025,0.03636363636363636,0.0,0.028622540250447227,0.09345794392523364,0.06260109301523434
7523331,0.1076923076923077,0.0,0.05307096004770424,0.07009345794392523,0.06236319186417513
7501399,0.04265734265734266,0.09090909090909091,0.042337507453786526,0.06542056074766354,0.06184857814703902
7539636,0.017482517482517484,0.01818181818181818,0.023255813953488372,0.09345794392523364,0.061738236669509824
7540019,0.12027972027972028,0.01818181818181818,0.08348240906380441,0.0514018691588785,0.061149832514445064
7501453,0.09020979020979021,0.14545454545454545,0.09302325581395349,0.02336448598130841,0.06002481601612439
7526784,0.15524475524475526,0.09090909090909091,0.05307096004770424,0.03271028037383177,0.05880917064086821
7505088,0.02027972027972028,0.0,0.026833631484794274,0.08878504672897196,0.05768473878115784
7511340,0.13216783216783218,0.18181818181818182,0.04770423375074538,0.014018691588785047,0.05637082078644859
7528458,0.06503496503496503,0.10909090909090909,0.17412045319022063,0.004672897196261682,0.05625156598510199
7524005,0.028671328671328673,0.01818181818181818,0.0518783542039356,0.07009345794392523,0.054995929740400115
7539602,0.01818181818181818,0.01818181818181818,0.02802623732856291,0.0794392523364486,0.0547274142218105
7535131,0.12377622377622377,0.18181818181818182,0.044126416219439475,0.014018691588785047,0.05471201315086498
7528077,0.07762237762237763,0.01818181818181818,0.1490757304710793,0.028037383177570093,0.054584778300374254
7520396,0.032867132867132866,0.03636363636363636,0.0172927847346452,0.07476635514018691,0.05429433152933127
7520766,0.08881118881118881,0.14545454545454545,0.11806797853309481,0.004672897196261682,0.053769525156549224
7537532,0.021678321678321677,0.03636363636363636,0.018485390578413835,0.07476635514018691,0.05315933113727953
7521859,0.04685314685314685,0.0,0.02802623732856291,0.07476635514018691,0.053150552560794956
7502949,0.36713286713286714,0.0,0.03220035778175313,0.004672897196261682,0.05277494454812938
7532050,0.2062937062937063,0.0,0.11031604054859868,0.014018691588785047,0.052773421508030535
7526194,0.20279720279720279,0.12727272727272726,0.03220035778175313,0.009345794392523364,0.052288382960993085
7503237,0.03706293706293706,0.03636363636363636,0.03041144901610018,0.06542056074766354,0.05186513810645252
7536850,0.03706293706293706,0.09090909090909091,0.07513416815742398,0.037383177570093455,0.05118226329238357
7505257,0.1006993006993007,0.07272727272727272,0.08884913536076326,0.02336448598130841,0.050997342315970376
7540158,0.044755244755244755,0.09090909090909091,0.03697078115682767,0.04672897196261682,0.05052388143260408
7500049,0.03706293706293706,0.03636363636363636,0.19499105545617174,0.009345794392523364,0.049756793239796995
7500058,0.07062937062937064,0.05454545454545454,0.16815742397137745,0.004672897196261682,0.04869521808303892
7522232,0.06013986013986014,0.09090909090909091,0.03041144901610018,0.04205607476635514,0.0485439893096839
7532223,0.06853146853146853,0.07272727272727272,0.03756708407871199,0.04205607476635514,0.04846391638909163
7536943,0.04685314685314685,0.09090909090909091,0.09719737626714371,0.02336448598130841,0.048391154474534244
7500053,0.1041958041958042,0.05454545454545454,0.06976744186046512,0.028037383177570093,0.04824102654990442
