id,event,event_text,original_timestamp,timestamp,products
ajs-next-8b3eccd4002ce7425192a494b7758e68,order_completed,Order Completed,2023-04-05 06:47:22.389000 UTC,2023-04-05 06:47:23.122000 UTC,"[{""brand"":""The Derma Co"",""category"":""Serums \u0026 Essences"",""name"":""The Derma Co 10% Vitamin C Face Serum (30ml)"",""price"":590,""product_id"":7549699,""quantity"":1}]"
e20ef710-1281-4c0a-8d01-9c35360939d4,order_completed,Order Completed,2023-01-25 03:41:21.011000 UTC,2023-01-25 03:41:21.914000 UTC,"[{""brand"":""Garnier"",""category"":""Hair Color"",""coupon"":"""",""name"":""Garnier Men Shampoo Based Hair Color - Shade 3.16 Burgundy (10ml + 10ml)"",""price"":29,""product_id"":""7505256"",""quantity"":1}]"
ajs-next-568ee1014ac84795589dc29abb59a17c,order_completed,Order Completed,2023-03-25 13:01:32.503000 UTC,2023-03-25 13:01:32.646000 UTC,"[{""brand"":""Elle 18"",""name"":""Elle18 Nail Pops Nail Color - Shade 68 (5ml)"",""price"":49,""product_id"":7503454,""quantity"":1},{""brand"":""Beauty People"",""name"":""Beauty People Wow Range Nail Polish Intense Vermillion 190 (6ml)"",""price"":39,""product_id"":7530514,""quantity"":1},{""brand"":""Blue Heaven"",""name"":""Blue Heaven Creme Riche HD Lipstick - 123 Coffee (4g)"",""price"":63,""product_id"":7542346,""quantity"":1},{""brand"":""Blue Heaven"",""name"":""Blue Heaven Creme Matte HD Lipstick - 176 Maroon (4g)"",""price"":63,""product_id"":7542356,""quantity"":1},{""brand"":""Faces Canada"",""name"":""Faces Canada Ultime Pro Splash Mini Nail Enamel - 401 Marooned (5ml)"",""price"":45,""product_id"":7544716,""quantity"":1}]"
ajs-next-1e0e720e3b0168a9fa6388bb99b120b9,order_completed,Order Completed,2023-01-20 04:41:57.084000 UTC,2023-01-20 04:41:57.626000 UTC,"[{""brand"":""mCaffeine"",""name"":""mCaffeine Naked \u0026 Rich Deep Moisturizing Choco Body Butter - (250g)"",""price"":548.25,""product_id"":7532291,""quantity"":1}]"
ajs-next-bd52438174ef563624cecf95be4edb00,order_completed,Order Completed,2023-02-15 13:47:24.103000 UTC,2023-02-15 13:47:24.646000 UTC,"[{""brand"":""Minimalist"",""name"":""Minimalist Hair Growth Actives 18% Hair Serum For Reduces Hair Fall Boosts Growth - (30ml)"",""price"":799,""product_id"":7528568,""quantity"":1},{""brand"":""Plume"",""name"":""Plume Microfiber Velvet Blush Sponge"",""price"":650,""product_id"":7534429,""quantity"":1},{""brand"":""Chemist At Play"",""name"":""Chemist At Play Acne Control Body Wash (473ml)"",""price"":699,""product_id"":7535407,""quantity"":1}]"
ajs-next-2ada2a653195e6692cbaffd2b90a35ed,order_completed,Order Completed,2023-03-08 06:54:19.854000 UTC,2023-03-08 06:54:20.217000 UTC,"[{""brand"":""Vega"",""name"":""Vega 3-In-1 Keratin Straightener Curler And Crimper Hair Styler VHSCC-03"",""price"":1979,""product_id"":7540222,""quantity"":1},{""brand"":""Maybelline New York"",""name"":""Maybelline New York Fit Me Concealer - 15 Fair (6.8ml)"",""price"":479,""product_id"":7540726,""quantity"":1},{""brand"":""Maybelline New York"",""name"":""Maybelline New York Fit Me Matte + Poreless Liquid Foundation SPF 22 - 238 Rich Tan (30ml)"",""price"":599,""product_id"":7540783,""quantity"":1}]"
ajs-next-8a6054e488b3054b3bd68f0cee0c0909,order_completed,Order Completed,2023-03-08 06:43:39.863000 UTC,2023-03-08 06:43:41.337000 UTC,"[{""brand"":""SUGAR Cosmetics"",""name"":""Sugar All Set To Go Banana Loose Powder - Beige (7g)"",""price"":599,""product_id"":7502478,""quantity"":1},{""brand"":""Nivea"",""name"":""Nivea Women Whitening Smooth Skin Deodorant Roll On (50ml)"",""price"":159,""product_id"":7517138,""quantity"":1},{""brand"":""Dot \u0026 Key"",""name"":""Dot \u0026 Key 72 Hr Hydrating Gel + Probiotics (25ml)"",""price"":237,""product_id"":7521116,""quantity"":1}]"
ajs-next-c4dc626d1b647c3c5d098d79f3bc39ac,order_completed,Order Completed,2023-03-08 05:34:10.147000 UTC,2023-03-08 05:34:10.740000 UTC,"[{""brand"":""Re'equil"",""name"":""Re'equil Ultra Matte Dry Touch Sunscreen Gel SPF 50 (50g)"",""price"":780,""product_id"":7523262,""quantity"":1}]"
a27645df-c44c-48f2-96d7-1c506e2f5222,order_completed,Order Completed,2023-01-24 06:09:11.279000 UTC,2023-01-24 06:09:12.665000 UTC,"[{""brand"":""Kimirica"",""category"":""Body Wash \u0026 Shower Gel"",""coupon"":"""",""name"":""Kimirica Love Story Gardenia and Night Blooming Jasmine Shower Gel and Body Lotion Duo (2Pcs)"",""price"":1875,""product_id"":""7517753"",""quantity"":1},{""brand"":""Vega"",""category"":""Loofahs \u0026 Sponges"",""coupon"":"""",""name"":""Basic Hand Loofah, (NBA4/1)"",""price"":375,""product_id"":""7507457"",""quantity"":1}]"
06752003-1e37-405e-9736-8440552f6a89,order_completed,Order Completed,2023-01-24 10:15:52.175000 UTC,2023-01-24 10:15:54.742000 UTC,"[{""brand"":""GUBB"",""category"":""Hair Brushes"",""coupon"":"""",""name"":""GUBB Hair Colouring Brush - Small (30g)"",""price"":32.5,""product_id"":""7520687"",""quantity"":1},{""brand"":""Estee Lauder"",""category"":""Serums \u0026 Essence"",""coupon"":"""",""name"":""Estee Lauder Advanced Night Repair Synchronized Multi-Recovery Complex - (7ml)"",""price"":540,""product_id"":""7532189"",""quantity"":2},{""brand"":""CLINIQUE"",""category"":""Face Moisturizer"",""coupon"":"""",""name"":""Clinique Moisture Surge 100H Auto Replenishing Hydrator (30ml)"",""price"":1170,""product_id"":""7543062"",""quantity"":1}]"
d040de28-0e47-4801-9c03-8b8f4a032f00,order_completed,Order Completed,2023-04-06 20:16:36.418000 UTC,2023-04-06 20:16:37.375000 UTC,"[{""brand"":""Bare Anatomy"",""category"":""Hair Mask"",""coupon"":"""",""name"":""Bare Anatomy Expert Damage Repair Hair Mask (250g)"",""price"":596,""product_id"":""7536175"",""quantity"":1},{""brand"":""Lakme"",""category"":""Blush"",""coupon"":"""",""name"":""Lakme Face Sheer Blusher - Sun Kissed (4g)"",""price"":361,""product_id"":""7556685"",""quantity"":1},{""brand"":""Bare Anatomy"",""category"":""Shampoo"",""coupon"":"""",""name"":""Bare Anatomy Expert Anti-Frizz Shampoo (250ml)"",""price"":446,""product_id"":""7536268"",""quantity"":1}]"
290aa2a6-67e9-4d79-8ec7-d44b6f4a6ff5,order_completed,Order Completed,2023-04-06 06:39:51.889000 UTC,2023-04-06 06:39:53.785000 UTC,"[{""brand"":""Too Faced"",""category"":""Foundation"",""coupon"":"""",""name"":""Too Faced Born This Way 24-Hour Longwear Matte Foundation - Praline (30ml)"",""price"":3320,""product_id"":""7535214"",""quantity"":1},{""brand"":""Wella Professionals"",""category"":""Hair Spray"",""coupon"":"""",""name"":""Wella Professionals Eimi Thermal Image Heat Protection Spray (150ml)"",""price"":603,""product_id"":""7552850"",""quantity"":1},{""brand"":""PAC"",""category"":""Face Brush"",""coupon"":"""",""name"":""PAC Foundation Blending Brush - 265 (1Pc)"",""price"":481,""product_id"":""7541865"",""quantity"":1},{""brand"":""PAC"",""category"":""Face Brush"",""coupon"":"""",""name"":""PAC Concealer Brush - 219 (1Pc)"",""price"":382,""product_id"":""7541761"",""quantity"":1},{""brand"":""Too Faced"",""category"":""Lip Plumper"",""coupon"":"""",""name"":""Too Faced Travel Size Lip Injection Maximum Plump Lip Plumper - Original (2.8g)"",""price"":1350,""product_id"":""7533434"",""quantity"":1},{""brand"":""PAC"",""category"":""Face Brush"",""coupon"":"""",""name"":""PAC Concealer Brush - 363 (1Pc)"",""price"":427,""product_id"":""7541773"",""quantity"":1},{""brand"":""Dove"",""category"":""Body Scrubs \u0026 Exfoliants"",""coupon"":"""",""name"":""Dove Exfoliating Body Polish Scrub Pomegranate Seeds and Shea Butter (298g)"",""price"":580,""product_id"":""7549295"",""quantity"":1},{""brand"":""L'Oreal Professionnel"",""category"":""Hair Serum"",""coupon"":"""",""name"":""L'Oreal Professionnel Serie Expert Liss Unlimited Blow Dry Serum (125ml)"",""price"":770,""product_id"":""7555494"",""quantity"":1},{""brand"":""PAC"",""category"":""Sponges \u0026 Applicators"",""coupon"":"""",""name"":""PAC Classic Water Drop Sponge (1Pc)"",""price"":355,""product_id"":""7541843"",""quantity"":1},{""brand"":""Too Faced"",""category"":""Free Gift"",""coupon"":"""",""name"":""GWP Too Faced Hangover Replenishing Face Primer (5ml)"",""price"":0,""product_id"":""7544976"",""quantity"":1},{""brand"":""Too Faced"",""category"":""Free Gift"",""coupon"":"""",""name"":""GWP Too Faced Lip Injection (1.5g)"",""price"":0,""product_id"":""7544978"",""quantity"":1}]"
57cf3532-7493-4a66-bf2f-1c6c7fa84755,order_completed,Order Completed,2023-04-06 18:45:37.223000 UTC,2023-04-06 18:45:37.708000 UTC,"[{""brand"":""Dot \u0026 Key"",""category"":""Serums \u0026 Essences"",""coupon"":"""",""name"":""Dot \u0026 Key Alpha Arbutin + Azelaic Biphasic Serum Radiance Concentrate (20ml)"",""price"":272,""product_id"":""7522536"",""quantity"":3},{""brand"":""Dot \u0026 Key"",""category"":""Serums \u0026 Essences"",""coupon"":"""",""name"":""Dot \u0026 Key Collagen Restorative Time Reverse Retinol Serum (30ml)"",""price"":597,""product_id"":""7522932"",""quantity"":4},{""brand"":""Lacto Calamine"",""category"":""Face Moisturiser"",""coupon"":"""",""name"":""Lacto Calamine Face Lotion For Oil Balance Oily Skin (120ml)"",""price"":220,""product_id"":""7555408"",""quantity"":2}]"
c74065db-050e-4275-a136-2e8b8501ccd7,order_completed,Order Completed,2023-03-27 04:52:25.651000 UTC,2023-03-27 04:52:26.466000 UTC,"[{""brand"":""Colorbar"",""category"":""Sindoor"",""coupon"":"""",""name"":""Colorbar Liquid Sindoor - 001 My Red (3.8ml)"",""price"":123,""product_id"":""7510903"",""quantity"":1}]"
977ce453-92d5-460c-a201-6a5cb18ec20b,order_completed,Order Completed,2023-03-27 10:49:03.169000 UTC,2023-03-27 10:49:03.780000 UTC,"[{""brand"":""Nautica"",""category"":""Mens Perfumes (EDT \u0026 EDP)"",""coupon"":"""",""name"":""Nautica Blue Ambition NS Eau de Toilette (100ml)"",""price"":2440,""product_id"":""7505972"",""quantity"":1},{""brand"":""Colorbar"",""category"":""Lip Liner"",""coupon"":"""",""name"":""Colorbar Definer Lipliner - 002 Rosy Red (1.45g)"",""price"":540,""product_id"":""7501500"",""quantity"":1}]"
be1aa618-c68e-45b4-ab61-44e50480ff4d,order_completed,Order Completed,2023-03-07 03:34:16.525000 UTC,2023-03-07 03:34:16.991000 UTC,"[{""brand"":""Lotus"",""category"":""Night Cream"",""coupon"":"""",""name"":""Lotus Herbals Youthrx Anti Ageing Nourishing Night Creme - (50g)"",""price"":620,""product_id"":""7531780"",""quantity"":1},{""brand"":""Lotus"",""category"":""Face Wash"",""coupon"":"""",""name"":""Lotus Herbals Jojobawash Active Milli Capsules Nourishing Face Wash - (120g)"",""price"":210,""product_id"":""7530908"",""quantity"":1}]"
4a4e97c0-a0cb-4f97-9a55-e3ea750fca8d,order_completed,Order Completed,2023-01-11 19:09:27.086000 UTC,2023-01-11 19:09:27.264000 UTC,"[{""brand"":""Blue Heaven"",""category"":""Kajal"",""coupon"":"""",""name"":""Blue Heaven Classic Kajal (2g)"",""price"":10.19,""product_id"":""7540474"",""quantity"":3}]"
a254e37e-c313-42e9-9638-f33509290eb1,order_completed,Order Completed,2023-02-15 10:17:13.420000 UTC,2023-02-15 10:17:13.442000 UTC,"[{""brand"":""MyGlamm"",""category"":""Nail Polish"",""coupon"":"""",""name"":""MyGlamm Wanderlust Chrome Matte Nail Polish - Bermuda (11ml)"",""price"":199.2,""product_id"":""7529111"",""quantity"":1},{""brand"":""MyGlamm"",""category"":""Nail Polish"",""coupon"":"""",""name"":""MyGlamm Wanderlust Chrome Matte Nail Polish - Maui (11ml)"",""price"":199.2,""product_id"":""7529058"",""quantity"":1},{""brand"":""M.A.C"",""category"":""Face Primer"",""coupon"":"""",""name"":""M.A.C Prep + Prime Fix+ - Original (100ml)"",""price"":1950,""product_id"":""7519188"",""quantity"":1},{""brand"":""Star Struck by Sunny Leone"",""category"":""Lipstick"",""coupon"":"""",""name"":""Star Struck by Sunny Leone Intense Matte Lipstick - Bronze Beauty (4.2g)"",""price"":719.1,""product_id"":""7545176"",""quantity"":1},{""brand"":""Maybelline New York"",""category"":""Kajal"",""coupon"":"""",""name"":""Maybelline New York Colossal Kajal - Super Black (0.35g)"",""price"":276.25,""product_id"":""7540753"",""quantity"":1},{""brand"":""Maybelline New York"",""category"":""Kajal"",""coupon"":"""",""name"":""Maybelline New York Colossal Kajal - Black (0.35g)"",""price"":199,""product_id"":""7540728"",""quantity"":1}]"
6b7a3ea8-000a-4add-acaf-40315a628d2a,order_completed,Order Completed,2023-04-07 18:30:51.315000 UTC,2023-04-07 18:30:52.212000 UTC,"[{""brand"":""Minimalist"",""category"":""Lotions \u0026 Cream"",""coupon"":"""",""name"":""Minimalist Niacinamide 5% Body Lotion With Shea Butter Glycerine \u0026 Betaine (180g)"",""price"":284,""product_id"":""7553458"",""quantity"":1},{""brand"":""Chemist At Play"",""category"":""Body Wash \u0026 Shower Gel"",""coupon"":"""",""name"":""Chemist At Play Exfoliating Body Wash (473ml)"",""price"":552,""product_id"":""7535367"",""quantity"":1},{""brand"":""Swiss Beauty"",""category"":""Lip Gloss"",""coupon"":"""",""name"":""Swiss Beauty Shine And Plump Lip Gloss - 01 Shade (4ml)"",""price"":199,""product_id"":""7536422"",""quantity"":1},{""brand"":""Miss Claire"",""category"":""Concealer"",""coupon"":"""",""name"":""Miss Claire Full Coverage Makeup + Concealer - 2 Fair (6g)"",""price"":247,""product_id"":""7502299"",""quantity"":1}]"
ajs-next-9ba3fdba64614d079da2f3723204ae1f,order_completed,Order Completed,2023-04-09 06:29:52.766000 UTC,2023-04-09 06:29:53.655000 UTC,"[{""brand"":""Just Jack"",""category"":""Mens Perfumes (EDT \u0026 EDP)"",""name"":""Just Jack Vetiver Eau De Parfum - (100ml)"",""price"":1499,""product_id"":7515967,""quantity"":1}]"
ajs-next-3b7d63581b2d5a09e2238794352653fc,order_completed,Order Completed,2023-03-20 17:20:04.245000 UTC,2023-03-20 17:20:04.464000 UTC,"[{""brand"":""Himalaya"",""name"":""Himalaya Nourishing Baby Soap (125g)"",""price"":33,""product_id"":7517157,""quantity"":1}]"
ajs-next-64be6f3cb6555178fc288e676cac633b,order_completed,Order Completed,2023-02-08 05:08:28.156000 UTC,2023-02-08 05:08:29.729000 UTC,"[{""brand"":""Estee Lauder"",""name"":""Estee Lauder Double Wear Stay-In-Place Makeup Foundation SPF 10 - 1W2 Sand (15ml)"",""price"":1850,""product_id"":7503431,""quantity"":1},{""brand"":""M.A.C"",""name"":""M.A.C Prep + Prime Fix+ - Original (100ml)"",""price"":1950,""product_id"":7519188,""quantity"":1}]"
ajs-next-29fee08fd592e44544b4aad40c40508c,order_completed,Order Completed,2023-02-08 12:38:52.844000 UTC,2023-02-08 12:38:55.491000 UTC,"[{""brand"":""Faces Canada"",""name"":""Faces Canada Ultime Pro HD Intense Matte Lips + Primer - 03 Espresso (1.4g)"",""price"":519.35,""product_id"":7513641,""quantity"":1},{""brand"":""Faces Canada"",""name"":""Faces Canada Ultime Pro HD Intense Matte Lips + Primer - 12 Natural Coco (1.4g)"",""price"":559.29,""product_id"":7513679,""quantity"":1},{""brand"":""Faces Canada"",""name"":""Faces Canada Ultime Pro Matte Lip Crayon - 14 Divine Rose (2.8g)"",""price"":594.29,""product_id"":7513740,""quantity"":1},{""brand"":""Faces Canada"",""name"":""Faces Canada Ultime Pro HD Intense Matte Lips + Primer - 01 Perfection (1.4g)"",""price"":559.29,""product_id"":7514027,""quantity"":1},{""brand"":""Faces Canada"",""name"":""Faces Canada Ultime Pro Matte Lip Crayon - 11 Smokin' Hot (2.8g)"",""price"":551.85,""product_id"":7514031,""quantity"":1},{""brand"":""Faces Canada"",""name"":""Faces Canada Ultime Pro HD Intense Matte Lips + Primer - 15 Obsessed (1.4g)"",""price"":559.29,""product_id"":7514246,""quantity"":1},{""brand"":""Faces Canada"",""name"":""Faces Canada Ultime Pro HD Intense Matte Lips + Primer - 05 Dash Of Pink (1.4g)"",""price"":559.29,""product_id"":7514688,""quantity"":1},{""brand"":""Faces Canada"",""name"":""Faces Canada Ultime Pro HD Intense Matte Lips + Primer - 06 Scarlet (1.4g)"",""price"":519.35,""product_id"":7514854,""quantity"":1}]"
2C87E82C-EE3B-4BC1-A931-FDD3AC0AB9BD,order_completed,Order Completed,2023-04-06 17:36:20.958000 UTC,2023-04-06 17:36:49.652000 UTC,"[{""brand"":""L'Oreal Professionnel"",""category"":""Hair Serum"",""coupon"":""TIRARIL20 coupon applied"",""currency"":""INR"",""name"":""L'Oreal Professionnel Xtenso Care Serum (50ml)"",""price"":680,""product_id"":""7555502"",""quantity"":1},{""brand"":""L'Oreal Professionnel"",""category"":""Shampoo"",""coupon"":""TIRARIL20 coupon applied"",""currency"":""INR"",""name"":""L'Oreal Professionnel Xtenso Care Shampoo (250ml)"",""price"":650,""product_id"":""7555490"",""quantity"":1},{""brand"":""Elle 18"",""category"":""Nail Polish"",""coupon"":""TIRARIL20 coupon applied"",""currency"":""INR"",""name"":""Elle18 Nail Pops Nail Color - Shade 161 (5ml)"",""price"":55,""product_id"":""7503306"",""quantity"":1},{""brand"":""Elle 18"",""category"":""Nail Polish"",""coupon"":""TIRARIL20 coupon applied"",""currency"":""INR"",""name"":""Elle18 Nail Pops Nail Color - Shade 171 (5ml)"",""price"":55,""product_id"":""7503135"",""quantity"":1}]"
1FE317EB-98D7-4FC7-9648-CE1FB820A9C7,order_completed,Order Completed,2023-04-06 00:44:40.513000 UTC,2023-04-06 00:44:42.398000 UTC,"[{""brand"":""Dermalogica"",""category"":""Eye Creams \u0026 Serums"",""coupon"":""TIRA20 coupon applied"",""currency"":""INR"",""name"":""Dermalogica Stress Positive Eye Lift Cream (25ml)"",""price"":5100,""product_id"":""7550248"",""quantity"":1}]"
ajs-next-b28345a120ef5938027d20c943781a32,order_completed,Order Completed,2023-04-03 11:35:29.177000 UTC,2023-04-03 11:35:29.357000 UTC,"[{""brand"":""COSRX"",""name"":""COSRX Advanced Snail 96 Mucin Power Essence (100ml)"",""price"":1232,""product_id"":7522436,""quantity"":1},{""brand"":""COSRX"",""name"":""COSRX AHA/BHA Clarifying Treatment Toner (150ml)"",""price"":926,""product_id"":7523072,""quantity"":1},{""brand"":""Minimalist"",""name"":""Minimalist 2% Salicylic Acid Face Serum - (30ml)"",""price"":521,""product_id"":7532308,""quantity"":1}]"
178EA4E5-0F89-4770-A66A-CE24F7413CF0,order_completed,Order Completed,2023-03-22 18:34:56.777000 UTC,2023-03-22 18:34:56.904000 UTC,"[{""brand"":""Tulips"",""category"":""Wipes \u0026 Buds"",""coupon"":"""",""currency"":""INR"",""name"":""Tulips Cotton Swabs Jar - (100 Pcs)"",""price"":45,""product_id"":""7542163"",""quantity"":1}]"
8E7109E1-F43F-43EC-A7F4-AEBB2D56663F,order_completed,Order Completed,2023-03-22 23:11:13.670000 UTC,2023-03-22 23:11:13.955000 UTC,"[{""brand"":""The Moms Co."",""category"":""Body Wash"",""coupon"":"""",""currency"":""INR"",""name"":""The Moms Co. Baby Wash (400ml)"",""price"":468,""product_id"":""7524155"",""quantity"":1}]"
7A4B545F-D5DC-49C5-AE61-D2929D270E1F,order_completed,Order Completed,2023-03-22 10:56:47.128000 UTC,2023-03-22 10:56:47.300000 UTC,"[{""brand"":""L.A. Girl"",""category"":""Concealer"",""coupon"":"""",""currency"":""INR"",""name"":""L.A. Girl PRO Conceal Corrector Orange (8g)"",""price"":625,""product_id"":""7518937"",""quantity"":2}]"
B3BDF740-D3F9-460F-98DF-9928FC9603C2,order_completed,Order Completed,2023-04-04 17:21:40.173000 UTC,2023-04-04 17:21:40.608000 UTC,"[{""brand"":""Dove"",""category"":""Soaps"",""coupon"":"""",""currency"":""INR"",""name"":""Dove Cream Beauty Bathing Bar Soap - (50g)"",""price"":27,""product_id"":""7547386"",""quantity"":1}]"
906c346f-bb2f-4d9b-8781-5711c4718e88,order_completed,Order Completed,2023-03-11 14:11:46.434000 UTC,2023-03-11 14:11:46.945000 UTC,"[{""brand"":""Lakme"",""category"":""Lipstick"",""coupon"":"""",""name"":""Lakme 9 To 5 Primer + Matte Lip Color - MP6 Deep Wine (3.6g)"",""price"":368,""product_id"":""7551332"",""quantity"":1},{""brand"":""Lakme"",""category"":""Lipstick"",""coupon"":"""",""name"":""Lakme 9 To 5 Primer + Matte Lip Color - Blush Pink (3.6g)"",""price"":368,""product_id"":""7547018"",""quantity"":1},{""brand"":""Old Spice"",""category"":""Aftershave Lotion"",""coupon"":"""",""name"":""Old Spice Fresh Lime After Shave Lotion (50ml)"",""price"":130,""product_id"":""7549117"",""quantity"":1},{""brand"":""Colorbar"",""category"":""Nail Polish Remover"",""coupon"":"""",""name"":""Colorbar Classic Nail Polish Remover (110ml)"",""price"":123,""product_id"":""7503600"",""quantity"":1},{""brand"":""Garnier"",""category"":""Hair Colour"",""coupon"":"""",""name"":""Garnier Men Shampoo Based Hair Color - Shade 1.0 Natural Black (10ml + 10ml)"",""price"":29,""product_id"":""7505088"",""quantity"":1}]"
C032635F-DFCD-4709-B271-8876F4B98D5B,order_completed,Order Completed,2023-04-09 19:50:52.478000 UTC,2023-04-09 19:50:53.792000 UTC,"[{""brand"":""L'Oreal Paris"",""category"":""Face Primer"",""coupon"":""TIRA20 coupon applied"",""currency"":""INR"",""name"":""L'Oreal Paris Base Magique Primer"",""price"":849,""product_id"":""7501571"",""quantity"":1},{""brand"":""M.A.C"",""category"":""Foundation"",""coupon"":""TIRA20 coupon applied"",""currency"":""INR"",""name"":""M.A.C Studio Fix Powder Plus Foundation - NC41 (15g)"",""price"":3300,""product_id"":""7519886"",""quantity"":1},{""brand"":""The Derma Co"",""category"":""Body Wash \u0026 Shower Gel"",""coupon"":""TIRA20 coupon applied"",""currency"":""INR"",""name"":""The Derma Co 1% Salicylic Acid Daily Exfoliating Body Wash (250ml)"",""price"":272,""product_id"":""7549742"",""quantity"":1},{""brand"":""Marks \u0026 Spencer"",""category"":""Hand Wash"",""coupon"":""TIRA20 coupon applied"",""currency"":""INR"",""name"":""Marks \u0026 Spencer British Seaweed Hand Wash - (250ml)"",""price"":799,""product_id"":""7507196"",""quantity"":1}]"
78310ed9-21fb-4a9f-841e-5d045408d196,order_completed,Order Completed,2023-04-01 10:32:37.355000 UTC,2023-04-04 10:32:36.748000 UTC,"[{""brand"":""Palmer's"",""category"":""Baby Care Lotions \u0026 Creams"",""coupon"":"""",""name"":""Palmer's Coconut Oil Hand Cream (60g)"",""price"":356,""product_id"":""7535721"",""quantity"":1},{""brand"":""Palmer's"",""category"":""Firming Gels and Creams"",""coupon"":"""",""name"":""Palmer's Cocoa Butter Formula Nursing Butter Cream (30g)"",""price"":427,""product_id"":""7535572"",""quantity"":1},{""brand"":""Plum"",""category"":""Perfume"",""coupon"":"""",""name"":""Plum Bodylovin Orchid You Not Eau De Parfum - (50ml)"",""price"":570,""product_id"":""7528077"",""quantity"":1}]"
FAEFE08F-30E1-4652-97C7-C7E330009BD8,order_completed,Order Completed,2023-04-03 07:00:10.235000 UTC,2023-04-03 07:00:10.734000 UTC,"[{""brand"":""M.A.C"",""category"":""Face Primer"",""coupon"":"""",""currency"":""INR"",""name"":""M.A.C Prep + Prime Fix+ - Original (100ml)"",""price"":1950,""product_id"":""7519188"",""quantity"":1}]"
030C931C-17F2-4292-AED6-107DFFFEB6B2,order_completed,Order Completed,2023-01-24 05:00:31.927000 UTC,2023-01-24 05:00:32.394000 UTC,"[{""brand"":""CLINIQUE"",""category"":""Face Moisturizer"",""coupon"":"""",""currency"":""INR"",""name"":""Clinique Moisture Surge 100H Auto Replenishing Hydrator (30ml)"",""price"":1170,""product_id"":""7543062"",""quantity"":1}]"
5e797e83-f5d6-4023-92e5-ddc61dfc1cd0,order_completed,Order Completed,2023-03-23 05:37:02.615000 UTC,2023-03-23 05:37:04.355000 UTC,"[{""brand"":""Ustraa"",""category"":""Beard Oil"",""coupon"":"""",""name"":""Ustraa Beard Growth Oil - (35ml)"",""price"":319,""product_id"":""7531471"",""quantity"":1}]"
C739F38D-EF88-4DD8-9FDA-762A9485C0FC,order_completed,Order Completed,2023-04-08 05:46:04.529000 UTC,2023-04-08 05:46:04.669000 UTC,"[{""brand"":""Minimalist"",""category"":""Serums \u0026 Essences"",""coupon"":""TIRA10 coupon applied"",""currency"":""INR"",""name"":""Minimalist 10% Vitamin C Face Serum - (30ml)"",""price"":664,""product_id"":""7532252"",""quantity"":1},{""brand"":""Dove"",""category"":""Shampoo"",""coupon"":""TIRA10 coupon applied"",""currency"":""INR"",""name"":""Dove Intense Repair Hair Shampoo (80ml)"",""price"":72,""product_id"":""7537565"",""quantity"":1}]"
A9D4300F-8FF7-462A-ADBE-BD142F96CCE8,order_completed,Order Completed,2023-04-08 12:02:29.501000 UTC,2023-04-08 12:02:30.514000 UTC,"[{""brand"":""Brillare"",""category"":""Shampoo"",""coupon"":""TIRARIL20 coupon applied"",""currency"":""INR"",""name"":""Brillare Heavy Moisturising Treatment Combo For Dry, Frizzy Hair"",""price"":1516,""product_id"":""7537574"",""quantity"":1}]"
47e1a0b0-d02a-4308-b564-e1ea5fb6a7c3,order_completed,Order Completed,2023-04-03 03:15:32.782000 UTC,2023-04-03 03:15:34.419000 UTC,"[{""brand"":""COSRX"",""category"":""Face Moisturiser"",""coupon"":"""",""name"":""COSRX Advanced Snail 96 Mucin Power Essence (100ml)"",""price"":1450,""product_id"":""7522436"",""quantity"":1},{""brand"":""Innisfree"",""category"":""Face Moisturiser"",""coupon"":"""",""name"":""Innisfree Volcanic Pore Mattifying Cream (50ml)"",""price"":1360,""product_id"":""7523241"",""quantity"":1}]"
62bbf072-79f0-4ab0-9c08-063630b8b9e8,order_completed,Order Completed,2023-04-03 10:34:18.161000 UTC,2023-04-03 10:34:20.025000 UTC,"[{""brand"":""Blue Heaven"",""category"":""Kajal"",""coupon"":"""",""name"":""Blue Heaven Classic Kajal (2g)"",""price"":9,""product_id"":""7540474"",""quantity"":2},{""brand"":""Dove"",""category"":""Soaps"",""coupon"":"""",""name"":""Dove Cream Beauty Bathing Bar Soap - (50g)"",""price"":27,""product_id"":""7547386"",""quantity"":2}]"
7e0c0fce-6928-4820-9795-2e0f0fb385d9,order_completed,Order Completed,2023-04-08 17:40:06.010000 UTC,2023-04-08 17:40:07.507000 UTC,"[{""brand"":""The Face Shop"",""category"":""Lip Stain"",""coupon"":"""",""name"":""The Face Shop Water Fit Lip Tint - Cherry Kiss (5g)"",""price"":494,""product_id"":""7539209"",""quantity"":1},{""brand"":""St. Ives"",""category"":""Body Scrubs \u0026 Exfoliants"",""coupon"":"""",""name"":""St. Ives Energizing Coconut \u0026 Coffee Face Scrub (170g)"",""price"":319,""product_id"":""7548872"",""quantity"":1},{""brand"":""Vega"",""category"":""Sponges \u0026 Applicators"",""coupon"":"""",""name"":""Loofah Relaxer, (NBA3/1)"",""price"":198,""product_id"":""7507429"",""quantity"":1},{""brand"":""GUBB"",""category"":""Foot Cares"",""coupon"":"""",""name"":""GUBB 2 In 1 Foot Brush with Pumice Stone (80g)"",""price"":185,""product_id"":""7517564"",""quantity"":1}]"
